index,lower,upper
2204,0,13/4000000000000000000000000000000
2205,0,13/4000000000000000000000000000000
2206,0,13/4000000000000000000000000000000
2207,0,13/4000000000000000000000000000000
2208,0,13/4000000000000000000000000000000
2209,0,13/4000000000000000000000000000000
2210,0,13/4000000000000000000000000000000
2211,0,13/4000000000000000000000000000000
2212,0,13/4000000000000000000000000000000
2213,0,13/4000000000000000000000000000000
2214,0,13/4000000000000000000000000000000
2215,0,13/4000000000000000000000000000000
2216,0,13/4000000000000000000000000000000
2217,0,13/4000000000000000000000000000000
2218,0,13/4000000000000000000000000000000
2219,0,13/4000000000000000000000000000000
2220,0,13/4000000000000000000000000000000
2221,0,13/4000000000000000000000000000000
2222,0,13/4000000000000000000000000000000
2223,0,13/4000000000000000000000000000000
2224,0,13/4000000000000000000000000000000
2225,0,13/4000000000000000000000000000000
2226,0,13/4000000000000000000000000000000
2227,0,13/4000000000000000000000000000000
2228,0,13/4000000000000000000000000000000
2229,0,13/4000000000000000000000000000000
2230,0,13/4000000000000000000000000000000
2231,0,13/4000000000000000000000000000000
2232,0,13/4000000000000000000000000000000
2233,0,13/4000000000000000000000000000000
2234,0,13/4000000000000000000000000000000
2235,0,13/4000000000000000000000000000000
2236,0,13/4000000000000000000000000000000
2237,0,13/4000000000000000000000000000000
2238,0,13/4000000000000000000000000000000
2239,0,13/4000000000000000000000000000000
2240,0,13/4000000000000000000000000000000
2241,0,13/4000000000000000000000000000000
2242,0,13/4000000000000000000000000000000
2243,0,13/4000000000000000000000000000000
2244,0,13/4000000000000000000000000000000
2245,0,13/4000000000000000000000000000000
2246,0,13/4000000000000000000000000000000
2247,0,13/4000000000000000000000000000000
2248,0,13/4000000000000000000000000000000
2249,0,13/4000000000000000000000000000000
2250,0,13/4000000000000000000000000000000
2251,0,13/4000000000000000000000000000000
2252,0,13/4000000000000000000000000000000
2253,0,13/4000000000000000000000000000000
2254,0,13/4000000000000000000000000000000
2255,0,13/4000000000000000000000000000000
2256,0,13/4000000000000000000000000000000
2257,0,13/4000000000000000000000000000000
2258,0,13/4000000000000000000000000000000
2259,0,13/4000000000000000000000000000000
2260,0,13/4000000000000000000000000000000
2261,0,13/4000000000000000000000000000000
2262,0,13/4000000000000000000000000000000
2263,0,13/4000000000000000000000000000000
2264,0,13/4000000000000000000000000000000
2265,0,13/4000000000000000000000000000000
2266,0,13/4000000000000000000000000000000
2267,0,13/4000000000000000000000000000000
2268,0,13/4000000000000000000000000000000
2269,0,13/4000000000000000000000000000000
2270,0,13/4000000000000000000000000000000
2271,0,13/4000000000000000000000000000000
2272,0,13/4000000000000000000000000000000
2273,0,13/4000000000000000000000000000000
2274,0,13/4000000000000000000000000000000
2275,0,13/4000000000000000000000000000000
2276,0,13/4000000000000000000000000000000
2277,0,13/4000000000000000000000000000000
2278,0,13/4000000000000000000000000000000
2279,0,13/4000000000000000000000000000000
2280,0,13/4000000000000000000000000000000
2281,0,13/4000000000000000000000000000000
2282,0,13/4000000000000000000000000000000
2283,0,13/4000000000000000000000000000000
2284,0,13/4000000000000000000000000000000
2285,0,13/4000000000000000000000000000000
2286,0,13/4000000000000000000000000000000
2287,0,13/4000000000000000000000000000000
2288,0,13/4000000000000000000000000000000
2289,0,13/4000000000000000000000000000000
2290,0,13/4000000000000000000000000000000
2291,0,13/4000000000000000000000000000000
2292,0,13/4000000000000000000000000000000
2293,0,13/4000000000000000000000000000000
2294,0,13/4000000000000000000000000000000
2295,0,13/4000000000000000000000000000000
2296,0,13/4000000000000000000000000000000
2297,0,13/4000000000000000000000000000000
2298,0,13/4000000000000000000000000000000
2299,0,13/4000000000000000000000000000000
2300,0,13/4000000000000000000000000000000
2301,0,13/4000000000000000000000000000000
2302,0,13/4000000000000000000000000000000
2303,0,13/4000000000000000000000000000000
2304,0,13/4000000000000000000000000000000
2305,0,13/4000000000000000000000000000000
2306,0,13/4000000000000000000000000000000
2307,0,13/4000000000000000000000000000000
2308,0,13/4000000000000000000000000000000
2309,0,13/4000000000000000000000000000000
2310,0,13/4000000000000000000000000000000
2311,0,13/4000000000000000000000000000000
2312,0,13/4000000000000000000000000000000
2313,0,13/4000000000000000000000000000000
2314,0,13/4000000000000000000000000000000
2315,0,13/4000000000000000000000000000000
2316,0,13/4000000000000000000000000000000
2317,0,13/4000000000000000000000000000000
2318,0,13/4000000000000000000000000000000
2319,0,13/4000000000000000000000000000000
2320,0,13/4000000000000000000000000000000
2321,0,13/4000000000000000000000000000000
2322,0,13/4000000000000000000000000000000
2323,0,13/4000000000000000000000000000000
2324,0,13/4000000000000000000000000000000
2325,0,13/4000000000000000000000000000000
2326,0,13/4000000000000000000000000000000
2327,0,13/4000000000000000000000000000000
2328,0,13/4000000000000000000000000000000
2329,0,13/4000000000000000000000000000000
2330,0,13/4000000000000000000000000000000
2331,0,13/4000000000000000000000000000000
2332,0,13/4000000000000000000000000000000
2333,0,13/4000000000000000000000000000000
2334,0,13/4000000000000000000000000000000
2335,0,13/4000000000000000000000000000000
2336,0,13/4000000000000000000000000000000
2337,0,13/4000000000000000000000000000000
2338,0,13/4000000000000000000000000000000
2339,0,13/4000000000000000000000000000000
2340,0,13/4000000000000000000000000000000
2341,0,13/4000000000000000000000000000000
2342,0,13/4000000000000000000000000000000
2343,0,13/4000000000000000000000000000000
2344,0,13/4000000000000000000000000000000
2345,0,13/4000000000000000000000000000000
2346,0,13/4000000000000000000000000000000
2347,0,13/4000000000000000000000000000000
2348,0,13/4000000000000000000000000000000
2349,0,13/4000000000000000000000000000000
2350,0,13/4000000000000000000000000000000
2351,0,13/4000000000000000000000000000000
2352,0,13/4000000000000000000000000000000
2353,0,13/4000000000000000000000000000000
2354,0,13/4000000000000000000000000000000
2355,0,13/4000000000000000000000000000000
2356,0,13/4000000000000000000000000000000
2357,0,13/4000000000000000000000000000000
2358,0,13/4000000000000000000000000000000
2359,0,13/4000000000000000000000000000000
2360,0,13/4000000000000000000000000000000
2361,0,13/4000000000000000000000000000000
2362,0,13/4000000000000000000000000000000
2363,0,13/4000000000000000000000000000000
2364,0,13/4000000000000000000000000000000
2365,0,13/4000000000000000000000000000000
2366,0,13/4000000000000000000000000000000
2367,0,13/4000000000000000000000000000000
2368,0,13/4000000000000000000000000000000
2369,0,13/4000000000000000000000000000000
2370,0,13/4000000000000000000000000000000
2371,0,13/4000000000000000000000000000000
2372,0,13/4000000000000000000000000000000
2373,0,13/4000000000000000000000000000000
2374,0,13/4000000000000000000000000000000
2375,0,13/4000000000000000000000000000000
2376,0,13/4000000000000000000000000000000
2377,0,13/4000000000000000000000000000000
2378,0,13/4000000000000000000000000000000
2379,0,13/4000000000000000000000000000000
2380,0,13/4000000000000000000000000000000
2381,0,13/4000000000000000000000000000000
2382,0,13/4000000000000000000000000000000
2383,0,13/4000000000000000000000000000000
2384,0,13/4000000000000000000000000000000
2385,0,13/4000000000000000000000000000000
2386,0,13/4000000000000000000000000000000
2387,0,13/4000000000000000000000000000000
2388,0,13/4000000000000000000000000000000
2389,0,13/4000000000000000000000000000000
2390,0,13/4000000000000000000000000000000
2391,0,13/4000000000000000000000000000000
2392,0,13/4000000000000000000000000000000
2393,0,13/4000000000000000000000000000000
2394,0,13/4000000000000000000000000000000
2395,0,13/4000000000000000000000000000000
2396,0,13/4000000000000000000000000000000
2397,0,13/4000000000000000000000000000000
2398,0,13/4000000000000000000000000000000
2399,0,13/4000000000000000000000000000000
2400,0,13/4000000000000000000000000000000
2401,0,13/4000000000000000000000000000000
2402,0,13/4000000000000000000000000000000
2403,0,13/4000000000000000000000000000000
2404,0,13/4000000000000000000000000000000
2405,0,13/4000000000000000000000000000000
2406,0,13/4000000000000000000000000000000
2407,0,13/4000000000000000000000000000000
2408,0,13/4000000000000000000000000000000
2409,0,13/4000000000000000000000000000000
2410,0,13/4000000000000000000000000000000
2411,0,13/4000000000000000000000000000000
2412,0,13/4000000000000000000000000000000
2413,0,13/4000000000000000000000000000000
2414,0,13/4000000000000000000000000000000
2415,0,13/4000000000000000000000000000000
2416,0,13/4000000000000000000000000000000
2417,0,13/4000000000000000000000000000000
2418,0,13/4000000000000000000000000000000
2419,0,13/4000000000000000000000000000000
2420,0,13/4000000000000000000000000000000
2421,0,13/4000000000000000000000000000000
2422,0,13/4000000000000000000000000000000
2423,0,13/4000000000000000000000000000000
2424,0,13/4000000000000000000000000000000
2425,0,13/4000000000000000000000000000000
2426,0,13/4000000000000000000000000000000
2427,0,13/4000000000000000000000000000000
2428,0,13/4000000000000000000000000000000
2429,0,13/4000000000000000000000000000000
2430,0,13/4000000000000000000000000000000
2431,0,13/4000000000000000000000000000000
2432,0,13/4000000000000000000000000000000
2433,0,13/4000000000000000000000000000000
2434,0,13/4000000000000000000000000000000
2435,0,13/4000000000000000000000000000000
2436,0,13/4000000000000000000000000000000
2437,0,13/4000000000000000000000000000000
2438,0,13/4000000000000000000000000000000
2439,0,13/4000000000000000000000000000000
2440,0,13/4000000000000000000000000000000
2441,0,13/4000000000000000000000000000000
2442,0,13/4000000000000000000000000000000
2443,0,13/4000000000000000000000000000000
2444,0,13/4000000000000000000000000000000
2445,0,13/4000000000000000000000000000000
2446,0,13/4000000000000000000000000000000
2447,0,13/4000000000000000000000000000000
2448,0,13/4000000000000000000000000000000
2449,0,13/4000000000000000000000000000000
2450,0,13/4000000000000000000000000000000
2451,0,13/4000000000000000000000000000000
2452,0,13/4000000000000000000000000000000
2453,0,13/4000000000000000000000000000000
2454,0,13/4000000000000000000000000000000
2455,0,13/4000000000000000000000000000000
2456,0,13/4000000000000000000000000000000
2457,0,13/4000000000000000000000000000000
2458,0,13/4000000000000000000000000000000
2459,0,13/4000000000000000000000000000000
2460,0,13/4000000000000000000000000000000
2461,0,13/4000000000000000000000000000000
2462,0,13/4000000000000000000000000000000
2463,0,13/4000000000000000000000000000000
2464,0,13/4000000000000000000000000000000
2465,0,13/4000000000000000000000000000000
2466,0,13/4000000000000000000000000000000
2467,0,13/4000000000000000000000000000000
2468,0,13/4000000000000000000000000000000
2469,0,13/4000000000000000000000000000000
2470,0,13/4000000000000000000000000000000
2471,0,13/4000000000000000000000000000000
2472,0,13/4000000000000000000000000000000
2473,0,13/4000000000000000000000000000000
2474,0,13/4000000000000000000000000000000
2475,0,13/4000000000000000000000000000000
2476,0,13/4000000000000000000000000000000
2477,0,13/4000000000000000000000000000000
2478,0,13/4000000000000000000000000000000
2479,0,13/4000000000000000000000000000000
2480,0,13/4000000000000000000000000000000
2481,0,13/4000000000000000000000000000000
2482,0,13/4000000000000000000000000000000
2483,0,13/4000000000000000000000000000000
2484,0,13/4000000000000000000000000000000
2485,0,13/4000000000000000000000000000000
2486,0,13/4000000000000000000000000000000
2487,0,13/4000000000000000000000000000000
2488,0,13/4000000000000000000000000000000
2489,0,13/4000000000000000000000000000000
2490,0,13/4000000000000000000000000000000
2491,0,13/4000000000000000000000000000000
2492,0,13/4000000000000000000000000000000
2493,0,13/4000000000000000000000000000000
2494,0,13/4000000000000000000000000000000
2495,0,13/4000000000000000000000000000000
2496,0,13/4000000000000000000000000000000
2497,0,13/4000000000000000000000000000000
2498,0,13/4000000000000000000000000000000
2499,0,13/4000000000000000000000000000000
2500,0,13/4000000000000000000000000000000
2501,0,13/4000000000000000000000000000000
2502,0,13/4000000000000000000000000000000
2503,0,13/4000000000000000000000000000000
2504,0,13/4000000000000000000000000000000
2505,0,13/4000000000000000000000000000000
2506,0,13/4000000000000000000000000000000
2507,0,13/4000000000000000000000000000000
2508,0,13/4000000000000000000000000000000
2509,0,13/4000000000000000000000000000000
2510,0,13/4000000000000000000000000000000
2511,0,13/4000000000000000000000000000000
2512,0,13/4000000000000000000000000000000
2513,0,13/4000000000000000000000000000000
2514,0,13/4000000000000000000000000000000
2515,0,13/4000000000000000000000000000000
2516,0,13/4000000000000000000000000000000
2517,0,13/4000000000000000000000000000000
2518,0,13/4000000000000000000000000000000
2519,0,13/4000000000000000000000000000000
2520,0,13/4000000000000000000000000000000
2521,0,13/4000000000000000000000000000000
2522,0,13/4000000000000000000000000000000
2523,0,13/4000000000000000000000000000000
2524,0,13/4000000000000000000000000000000
2525,0,13/4000000000000000000000000000000
2526,0,13/4000000000000000000000000000000
2527,0,13/4000000000000000000000000000000
2528,0,13/4000000000000000000000000000000
2529,0,13/4000000000000000000000000000000
2530,0,13/4000000000000000000000000000000
2531,0,13/4000000000000000000000000000000
2532,0,13/4000000000000000000000000000000
2533,0,13/4000000000000000000000000000000
2534,0,13/4000000000000000000000000000000
2535,0,13/4000000000000000000000000000000
2536,0,13/4000000000000000000000000000000
2537,0,13/4000000000000000000000000000000
2538,0,13/4000000000000000000000000000000
2539,0,13/4000000000000000000000000000000
2540,0,13/4000000000000000000000000000000
2541,0,13/4000000000000000000000000000000
2542,0,13/4000000000000000000000000000000
2543,0,13/4000000000000000000000000000000
2544,0,13/4000000000000000000000000000000
2545,0,13/4000000000000000000000000000000
2546,0,13/4000000000000000000000000000000
2547,0,13/4000000000000000000000000000000
2548,0,13/4000000000000000000000000000000
2549,0,13/4000000000000000000000000000000
2550,0,13/4000000000000000000000000000000
2551,0,13/4000000000000000000000000000000
2552,0,13/4000000000000000000000000000000
2553,0,13/4000000000000000000000000000000
2554,0,13/4000000000000000000000000000000
2555,0,13/4000000000000000000000000000000
2556,0,13/4000000000000000000000000000000
2557,0,13/4000000000000000000000000000000
2558,0,13/4000000000000000000000000000000
2559,0,13/4000000000000000000000000000000
2560,0,13/4000000000000000000000000000000
2561,0,13/4000000000000000000000000000000
2562,0,13/4000000000000000000000000000000
2563,0,13/4000000000000000000000000000000
2564,0,13/4000000000000000000000000000000
2565,0,13/4000000000000000000000000000000
2566,0,13/4000000000000000000000000000000
2567,0,13/4000000000000000000000000000000
2568,0,13/4000000000000000000000000000000
2569,0,13/4000000000000000000000000000000
2570,0,13/4000000000000000000000000000000
2571,0,13/4000000000000000000000000000000
2572,0,13/4000000000000000000000000000000
2573,0,13/4000000000000000000000000000000
2574,0,13/4000000000000000000000000000000
2575,0,13/4000000000000000000000000000000
2576,0,13/4000000000000000000000000000000
2577,0,13/4000000000000000000000000000000
2578,0,13/4000000000000000000000000000000
2579,0,13/4000000000000000000000000000000
2580,0,13/4000000000000000000000000000000
2581,0,13/4000000000000000000000000000000
2582,0,13/4000000000000000000000000000000
2583,0,13/4000000000000000000000000000000
2584,0,13/4000000000000000000000000000000
2585,0,13/4000000000000000000000000000000
2586,0,13/4000000000000000000000000000000
2587,0,13/4000000000000000000000000000000
2588,0,13/4000000000000000000000000000000
2589,0,13/4000000000000000000000000000000
2590,0,13/4000000000000000000000000000000
2591,0,13/4000000000000000000000000000000
2592,0,13/4000000000000000000000000000000
2593,0,13/4000000000000000000000000000000
2594,0,13/4000000000000000000000000000000
2595,0,13/4000000000000000000000000000000
2596,0,13/4000000000000000000000000000000
2597,0,13/4000000000000000000000000000000
2598,0,13/4000000000000000000000000000000
2599,0,13/4000000000000000000000000000000
2600,0,13/4000000000000000000000000000000
2601,0,13/4000000000000000000000000000000
2602,0,13/4000000000000000000000000000000
2603,0,13/4000000000000000000000000000000
2604,0,13/4000000000000000000000000000000
2605,0,13/4000000000000000000000000000000
2606,0,13/4000000000000000000000000000000
2607,0,13/4000000000000000000000000000000
2608,0,13/4000000000000000000000000000000
2609,0,13/4000000000000000000000000000000
2610,0,13/4000000000000000000000000000000
2611,0,13/4000000000000000000000000000000
2612,0,13/4000000000000000000000000000000
2613,0,13/4000000000000000000000000000000
2614,0,13/4000000000000000000000000000000
2615,0,13/4000000000000000000000000000000
2616,0,13/4000000000000000000000000000000
2617,0,13/4000000000000000000000000000000
2618,0,13/4000000000000000000000000000000
2619,0,13/4000000000000000000000000000000
2620,0,13/4000000000000000000000000000000
2621,0,13/4000000000000000000000000000000
2622,0,13/4000000000000000000000000000000
2623,0,13/4000000000000000000000000000000
2624,0,13/4000000000000000000000000000000
2625,0,13/4000000000000000000000000000000
2626,0,13/4000000000000000000000000000000
2627,0,13/4000000000000000000000000000000
2628,0,13/4000000000000000000000000000000
2629,0,13/4000000000000000000000000000000
2630,0,13/4000000000000000000000000000000
2631,0,13/4000000000000000000000000000000
2632,0,13/4000000000000000000000000000000
2633,0,13/4000000000000000000000000000000
2634,0,13/4000000000000000000000000000000
2635,0,13/4000000000000000000000000000000
2636,0,13/4000000000000000000000000000000
2637,0,13/4000000000000000000000000000000
2638,0,13/4000000000000000000000000000000
2639,0,13/4000000000000000000000000000000
2640,0,13/4000000000000000000000000000000
2641,0,13/4000000000000000000000000000000
2642,0,13/4000000000000000000000000000000
2643,0,13/4000000000000000000000000000000
2644,0,13/4000000000000000000000000000000
2645,0,13/4000000000000000000000000000000
2646,0,13/4000000000000000000000000000000
2647,0,13/4000000000000000000000000000000
2648,0,13/4000000000000000000000000000000
2649,0,13/4000000000000000000000000000000
2650,0,13/4000000000000000000000000000000
2651,0,13/4000000000000000000000000000000
2652,0,13/4000000000000000000000000000000
2653,0,13/4000000000000000000000000000000
2654,0,13/4000000000000000000000000000000
2655,0,13/4000000000000000000000000000000
2656,0,13/4000000000000000000000000000000
2657,0,13/4000000000000000000000000000000
2658,0,13/4000000000000000000000000000000
2659,0,13/4000000000000000000000000000000
2660,0,13/4000000000000000000000000000000
2661,0,13/4000000000000000000000000000000
2662,0,13/4000000000000000000000000000000
2663,0,13/4000000000000000000000000000000
2664,0,13/4000000000000000000000000000000
2665,0,13/4000000000000000000000000000000
2666,0,13/4000000000000000000000000000000
2667,0,13/4000000000000000000000000000000
2668,0,13/4000000000000000000000000000000
2669,0,13/4000000000000000000000000000000
2670,0,13/4000000000000000000000000000000
2671,0,13/4000000000000000000000000000000
2672,0,13/4000000000000000000000000000000
2673,0,13/4000000000000000000000000000000
2674,0,13/4000000000000000000000000000000
2675,0,13/4000000000000000000000000000000
2676,0,13/4000000000000000000000000000000
2677,0,13/4000000000000000000000000000000
2678,0,13/4000000000000000000000000000000
2679,0,13/4000000000000000000000000000000
2680,0,13/4000000000000000000000000000000
2681,0,13/4000000000000000000000000000000
2682,0,13/4000000000000000000000000000000
2683,0,13/4000000000000000000000000000000
2684,0,13/4000000000000000000000000000000
2685,0,13/4000000000000000000000000000000
2686,0,13/4000000000000000000000000000000
2687,0,13/4000000000000000000000000000000
2688,0,13/4000000000000000000000000000000
2689,0,13/4000000000000000000000000000000
2690,0,13/4000000000000000000000000000000
2691,0,13/4000000000000000000000000000000
2692,0,13/4000000000000000000000000000000
2693,0,13/4000000000000000000000000000000
2694,0,13/4000000000000000000000000000000
2695,0,13/4000000000000000000000000000000
2696,0,13/4000000000000000000000000000000
2697,0,13/4000000000000000000000000000000
2698,0,13/4000000000000000000000000000000
2699,0,13/4000000000000000000000000000000
2700,0,13/4000000000000000000000000000000
2701,0,13/4000000000000000000000000000000
2702,0,13/4000000000000000000000000000000
2703,0,13/4000000000000000000000000000000
2704,0,13/4000000000000000000000000000000
2705,0,13/4000000000000000000000000000000
2706,0,13/4000000000000000000000000000000
2707,0,13/4000000000000000000000000000000
2708,0,13/4000000000000000000000000000000
2709,0,13/4000000000000000000000000000000
2710,0,13/4000000000000000000000000000000
2711,0,13/4000000000000000000000000000000
2712,0,13/4000000000000000000000000000000
2713,0,13/4000000000000000000000000000000
2714,0,13/4000000000000000000000000000000
2715,0,13/4000000000000000000000000000000
2716,0,13/4000000000000000000000000000000
2717,0,13/4000000000000000000000000000000
2718,0,13/4000000000000000000000000000000
2719,0,13/4000000000000000000000000000000
2720,0,13/4000000000000000000000000000000
2721,0,13/4000000000000000000000000000000
2722,0,13/4000000000000000000000000000000
2723,0,13/4000000000000000000000000000000
2724,0,13/4000000000000000000000000000000
2725,0,13/4000000000000000000000000000000
2726,0,13/4000000000000000000000000000000
2727,0,13/4000000000000000000000000000000
2728,0,13/4000000000000000000000000000000
2729,0,13/4000000000000000000000000000000
2730,0,13/4000000000000000000000000000000
2731,0,13/4000000000000000000000000000000
2732,0,13/4000000000000000000000000000000
2733,0,13/4000000000000000000000000000000
2734,0,13/4000000000000000000000000000000
2735,0,13/4000000000000000000000000000000
2736,0,13/4000000000000000000000000000000
2737,0,13/4000000000000000000000000000000
2738,0,13/4000000000000000000000000000000
2739,0,13/4000000000000000000000000000000
2740,0,13/4000000000000000000000000000000
2741,0,13/4000000000000000000000000000000
2742,0,13/4000000000000000000000000000000
2743,0,13/4000000000000000000000000000000
2744,0,13/4000000000000000000000000000000
2745,0,13/4000000000000000000000000000000
2746,0,13/4000000000000000000000000000000
2747,0,13/4000000000000000000000000000000
2748,0,13/4000000000000000000000000000000
2749,0,13/4000000000000000000000000000000
2750,0,13/4000000000000000000000000000000
2751,0,13/4000000000000000000000000000000
2752,0,13/4000000000000000000000000000000
2753,0,13/4000000000000000000000000000000
2754,0,13/4000000000000000000000000000000
2755,0,13/4000000000000000000000000000000
2756,0,13/4000000000000000000000000000000
2757,0,13/4000000000000000000000000000000
2758,0,13/4000000000000000000000000000000
2759,0,13/4000000000000000000000000000000
2760,0,13/4000000000000000000000000000000
2761,0,13/4000000000000000000000000000000
2762,0,13/4000000000000000000000000000000
2763,0,13/4000000000000000000000000000000
2764,0,13/4000000000000000000000000000000
2765,0,13/4000000000000000000000000000000
2766,0,13/4000000000000000000000000000000
2767,0,13/4000000000000000000000000000000
2768,0,13/4000000000000000000000000000000
2769,0,13/4000000000000000000000000000000
2770,0,13/4000000000000000000000000000000
2771,0,13/4000000000000000000000000000000
2772,0,13/4000000000000000000000000000000
2773,0,13/4000000000000000000000000000000
2774,0,13/4000000000000000000000000000000
2775,0,13/4000000000000000000000000000000
2776,0,13/4000000000000000000000000000000
2777,0,13/4000000000000000000000000000000
2778,0,13/4000000000000000000000000000000
2779,0,13/4000000000000000000000000000000
2780,0,13/4000000000000000000000000000000
2781,0,13/4000000000000000000000000000000
2782,0,13/4000000000000000000000000000000
2783,0,13/4000000000000000000000000000000
2784,0,13/4000000000000000000000000000000
2785,0,13/4000000000000000000000000000000
2786,0,13/4000000000000000000000000000000
2787,0,13/4000000000000000000000000000000
2788,0,13/4000000000000000000000000000000
2789,0,13/4000000000000000000000000000000
2790,0,13/4000000000000000000000000000000
2791,0,13/4000000000000000000000000000000
2792,0,13/4000000000000000000000000000000
2793,0,13/4000000000000000000000000000000
2794,0,13/4000000000000000000000000000000
2795,0,13/4000000000000000000000000000000
2796,0,13/4000000000000000000000000000000
2797,0,13/4000000000000000000000000000000
2798,0,13/4000000000000000000000000000000
2799,0,13/4000000000000000000000000000000
2800,0,13/4000000000000000000000000000000
2801,0,13/4000000000000000000000000000000
2802,0,13/4000000000000000000000000000000
2803,0,13/4000000000000000000000000000000
2804,0,13/4000000000000000000000000000000
2805,0,13/4000000000000000000000000000000
2806,0,13/4000000000000000000000000000000
2807,0,13/4000000000000000000000000000000
2808,0,13/4000000000000000000000000000000
2809,0,13/4000000000000000000000000000000
2810,0,13/4000000000000000000000000000000
2811,0,13/4000000000000000000000000000000
2812,0,13/4000000000000000000000000000000
2813,0,13/4000000000000000000000000000000
2814,0,13/4000000000000000000000000000000
2815,0,13/4000000000000000000000000000000
2816,0,13/4000000000000000000000000000000
2817,0,13/4000000000000000000000000000000
2818,0,13/4000000000000000000000000000000
2819,0,13/4000000000000000000000000000000
2820,0,13/4000000000000000000000000000000
2821,0,13/4000000000000000000000000000000
2822,0,13/4000000000000000000000000000000
2823,0,13/4000000000000000000000000000000
2824,0,13/4000000000000000000000000000000
2825,0,13/4000000000000000000000000000000
2826,0,13/4000000000000000000000000000000
2827,0,13/4000000000000000000000000000000
2828,0,13/4000000000000000000000000000000
2829,0,13/4000000000000000000000000000000
2830,0,13/4000000000000000000000000000000
2831,0,13/4000000000000000000000000000000
2832,0,13/4000000000000000000000000000000
2833,0,13/4000000000000000000000000000000
2834,0,13/4000000000000000000000000000000
2835,0,13/4000000000000000000000000000000
2836,0,13/4000000000000000000000000000000
2837,0,13/4000000000000000000000000000000
2838,0,13/4000000000000000000000000000000
2839,0,13/4000000000000000000000000000000
2840,0,13/4000000000000000000000000000000
2841,0,13/4000000000000000000000000000000
2842,0,13/4000000000000000000000000000000
2843,0,13/4000000000000000000000000000000
2844,0,13/4000000000000000000000000000000
2845,0,13/4000000000000000000000000000000
2846,0,13/4000000000000000000000000000000
2847,0,13/4000000000000000000000000000000
2848,0,13/4000000000000000000000000000000
2849,0,13/4000000000000000000000000000000
2850,0,13/4000000000000000000000000000000
2851,0,13/4000000000000000000000000000000
2852,0,13/4000000000000000000000000000000
2853,0,13/4000000000000000000000000000000
2854,0,13/4000000000000000000000000000000
2855,0,13/4000000000000000000000000000000
2856,0,13/4000000000000000000000000000000
2857,0,13/4000000000000000000000000000000
2858,0,13/4000000000000000000000000000000
2859,0,13/4000000000000000000000000000000
2860,0,13/4000000000000000000000000000000
2861,0,13/4000000000000000000000000000000
2862,0,13/4000000000000000000000000000000
2863,0,13/4000000000000000000000000000000
2864,0,13/4000000000000000000000000000000
2865,0,13/4000000000000000000000000000000
2866,0,13/4000000000000000000000000000000
2867,0,13/4000000000000000000000000000000
2868,0,13/4000000000000000000000000000000
2869,0,13/4000000000000000000000000000000
2870,0,13/4000000000000000000000000000000
2871,0,13/4000000000000000000000000000000
2872,0,13/4000000000000000000000000000000
2873,0,13/4000000000000000000000000000000
2874,0,13/4000000000000000000000000000000
2875,0,13/4000000000000000000000000000000
2876,0,13/4000000000000000000000000000000
2877,0,13/4000000000000000000000000000000
2878,0,13/4000000000000000000000000000000
2879,0,13/4000000000000000000000000000000
2880,0,13/4000000000000000000000000000000
2881,0,13/4000000000000000000000000000000
2882,0,13/4000000000000000000000000000000
2883,0,13/4000000000000000000000000000000
2884,0,13/4000000000000000000000000000000
2885,0,13/4000000000000000000000000000000
2886,0,13/4000000000000000000000000000000
2887,0,13/4000000000000000000000000000000
2888,0,13/4000000000000000000000000000000
2889,0,13/4000000000000000000000000000000
2890,0,13/4000000000000000000000000000000
2891,0,13/4000000000000000000000000000000
2892,0,13/4000000000000000000000000000000
2893,0,13/4000000000000000000000000000000
2894,0,13/4000000000000000000000000000000
2895,0,13/4000000000000000000000000000000
2896,0,13/4000000000000000000000000000000
2897,0,13/4000000000000000000000000000000
2898,0,13/4000000000000000000000000000000
2899,0,13/4000000000000000000000000000000
2900,0,13/4000000000000000000000000000000
2901,0,13/4000000000000000000000000000000
2902,0,13/4000000000000000000000000000000
2903,0,13/4000000000000000000000000000000
2904,0,13/4000000000000000000000000000000
2905,0,13/4000000000000000000000000000000
2906,0,13/4000000000000000000000000000000
2907,0,13/4000000000000000000000000000000
2908,0,13/4000000000000000000000000000000
2909,0,13/4000000000000000000000000000000
2910,0,13/4000000000000000000000000000000
2911,0,13/4000000000000000000000000000000
2912,0,13/4000000000000000000000000000000
2913,0,13/4000000000000000000000000000000
2914,0,13/4000000000000000000000000000000
2915,0,13/4000000000000000000000000000000
2916,0,13/4000000000000000000000000000000
2917,0,13/4000000000000000000000000000000
2918,0,13/4000000000000000000000000000000
2919,0,13/4000000000000000000000000000000
2920,0,13/4000000000000000000000000000000
2921,0,13/4000000000000000000000000000000
2922,0,13/4000000000000000000000000000000
2923,0,13/4000000000000000000000000000000
2924,0,13/4000000000000000000000000000000
2925,0,13/4000000000000000000000000000000
2926,0,13/4000000000000000000000000000000
2927,0,13/4000000000000000000000000000000
2928,0,13/4000000000000000000000000000000
2929,0,13/4000000000000000000000000000000
2930,0,13/4000000000000000000000000000000
2931,0,13/4000000000000000000000000000000
2932,0,13/4000000000000000000000000000000
2933,0,13/4000000000000000000000000000000
2934,0,13/4000000000000000000000000000000
2935,0,13/4000000000000000000000000000000
2936,0,13/4000000000000000000000000000000
2937,0,13/4000000000000000000000000000000
2938,0,13/4000000000000000000000000000000
2939,0,13/4000000000000000000000000000000
