index,lower,upper
2759,0,3/1000000000000000000000000000000
2760,0,3/1000000000000000000000000000000
2761,0,3/1000000000000000000000000000000
2762,0,3/1000000000000000000000000000000
2763,0,3/1000000000000000000000000000000
2764,0,3/1000000000000000000000000000000
2765,0,3/1000000000000000000000000000000
2766,0,3/1000000000000000000000000000000
2767,0,3/1000000000000000000000000000000
2768,0,3/1000000000000000000000000000000
2769,0,3/1000000000000000000000000000000
2770,0,3/1000000000000000000000000000000
2771,0,3/1000000000000000000000000000000
2772,0,3/1000000000000000000000000000000
2773,0,3/1000000000000000000000000000000
2774,0,3/1000000000000000000000000000000
2775,0,3/1000000000000000000000000000000
2776,0,3/1000000000000000000000000000000
2777,0,3/1000000000000000000000000000000
2778,0,3/1000000000000000000000000000000
2779,0,3/1000000000000000000000000000000
2780,0,3/1000000000000000000000000000000
2781,0,3/1000000000000000000000000000000
2782,0,3/1000000000000000000000000000000
2783,0,3/1000000000000000000000000000000
2784,0,3/1000000000000000000000000000000
2785,0,3/1000000000000000000000000000000
2786,0,3/1000000000000000000000000000000
2787,0,3/1000000000000000000000000000000
2788,0,3/1000000000000000000000000000000
2789,0,3/1000000000000000000000000000000
2790,0,3/1000000000000000000000000000000
2791,0,3/1000000000000000000000000000000
2792,0,3/1000000000000000000000000000000
2793,0,3/1000000000000000000000000000000
2794,0,3/1000000000000000000000000000000
2795,0,3/1000000000000000000000000000000
2796,0,3/1000000000000000000000000000000
2797,0,3/1000000000000000000000000000000
2798,0,3/1000000000000000000000000000000
2799,0,3/1000000000000000000000000000000
2800,0,3/1000000000000000000000000000000
2801,0,3/1000000000000000000000000000000
2802,0,3/1000000000000000000000000000000
2803,0,3/1000000000000000000000000000000
2804,0,3/1000000000000000000000000000000
2805,0,3/1000000000000000000000000000000
2806,0,3/1000000000000000000000000000000
2807,0,3/1000000000000000000000000000000
2808,0,3/1000000000000000000000000000000
2809,0,3/1000000000000000000000000000000
2810,0,3/1000000000000000000000000000000
2811,0,3/1000000000000000000000000000000
2812,0,3/1000000000000000000000000000000
2813,0,3/1000000000000000000000000000000
2814,0,3/1000000000000000000000000000000
2815,0,3/1000000000000000000000000000000
2816,0,3/1000000000000000000000000000000
2817,0,3/1000000000000000000000000000000
2818,0,3/1000000000000000000000000000000
2819,0,3/1000000000000000000000000000000
2820,0,3/1000000000000000000000000000000
2821,0,3/1000000000000000000000000000000
2822,0,3/1000000000000000000000000000000
2823,0,3/1000000000000000000000000000000
2824,0,3/1000000000000000000000000000000
2825,0,3/1000000000000000000000000000000
2826,0,3/1000000000000000000000000000000
2827,0,3/1000000000000000000000000000000
2828,0,3/1000000000000000000000000000000
2829,0,3/1000000000000000000000000000000
2830,0,3/1000000000000000000000000000000
2831,0,3/1000000000000000000000000000000
2832,0,3/1000000000000000000000000000000
2833,0,3/1000000000000000000000000000000
2834,0,3/1000000000000000000000000000000
2835,0,3/1000000000000000000000000000000
2836,0,3/1000000000000000000000000000000
2837,0,3/1000000000000000000000000000000
2838,0,3/1000000000000000000000000000000
2839,0,3/1000000000000000000000000000000
2840,0,3/1000000000000000000000000000000
2841,0,3/1000000000000000000000000000000
2842,0,3/1000000000000000000000000000000
2843,0,3/1000000000000000000000000000000
2844,0,3/1000000000000000000000000000000
2845,0,3/1000000000000000000000000000000
2846,0,3/1000000000000000000000000000000
2847,0,3/1000000000000000000000000000000
2848,0,3/1000000000000000000000000000000
2849,0,3/1000000000000000000000000000000
2850,0,3/1000000000000000000000000000000
2851,0,3/1000000000000000000000000000000
2852,0,3/1000000000000000000000000000000
2853,0,3/1000000000000000000000000000000
2854,0,3/1000000000000000000000000000000
2855,0,3/1000000000000000000000000000000
2856,0,3/1000000000000000000000000000000
2857,0,3/1000000000000000000000000000000
2858,0,3/1000000000000000000000000000000
2859,0,3/1000000000000000000000000000000
2860,0,3/1000000000000000000000000000000
2861,0,3/1000000000000000000000000000000
2862,0,3/1000000000000000000000000000000
2863,0,3/1000000000000000000000000000000
2864,0,3/1000000000000000000000000000000
2865,0,3/1000000000000000000000000000000
2866,0,3/1000000000000000000000000000000
2867,0,3/1000000000000000000000000000000
2868,0,3/1000000000000000000000000000000
2869,0,3/1000000000000000000000000000000
2870,0,3/1000000000000000000000000000000
2871,0,3/1000000000000000000000000000000
2872,0,3/1000000000000000000000000000000
2873,0,3/1000000000000000000000000000000
2874,0,3/1000000000000000000000000000000
2875,0,3/1000000000000000000000000000000
2876,0,3/1000000000000000000000000000000
2877,0,3/1000000000000000000000000000000
2878,0,3/1000000000000000000000000000000
2879,0,3/1000000000000000000000000000000
2880,0,3/1000000000000000000000000000000
2881,0,3/1000000000000000000000000000000
2882,0,3/1000000000000000000000000000000
2883,0,3/1000000000000000000000000000000
2884,0,3/1000000000000000000000000000000
2885,0,3/1000000000000000000000000000000
2886,0,3/1000000000000000000000000000000
2887,0,3/1000000000000000000000000000000
2888,0,3/1000000000000000000000000000000
2889,0,3/1000000000000000000000000000000
2890,0,3/1000000000000000000000000000000
2891,0,3/1000000000000000000000000000000
2892,0,3/1000000000000000000000000000000
2893,0,3/1000000000000000000000000000000
2894,0,3/1000000000000000000000000000000
2895,0,3/1000000000000000000000000000000
2896,0,3/1000000000000000000000000000000
2897,0,3/1000000000000000000000000000000
2898,0,3/1000000000000000000000000000000
2899,0,3/1000000000000000000000000000000
2900,0,3/1000000000000000000000000000000
2901,0,3/1000000000000000000000000000000
2902,0,3/1000000000000000000000000000000
2903,0,3/1000000000000000000000000000000
2904,0,3/1000000000000000000000000000000
2905,0,3/1000000000000000000000000000000
2906,0,3/1000000000000000000000000000000
2907,0,3/1000000000000000000000000000000
2908,0,3/1000000000000000000000000000000
2909,0,3/1000000000000000000000000000000
2910,0,3/1000000000000000000000000000000
2911,0,3/1000000000000000000000000000000
2912,0,3/1000000000000000000000000000000
2913,0,3/1000000000000000000000000000000
2914,0,3/1000000000000000000000000000000
2915,0,3/1000000000000000000000000000000
2916,0,3/1000000000000000000000000000000
2917,0,3/1000000000000000000000000000000
2918,0,3/1000000000000000000000000000000
2919,0,3/1000000000000000000000000000000
2920,0,3/1000000000000000000000000000000
2921,0,3/1000000000000000000000000000000
2922,0,3/1000000000000000000000000000000
2923,0,3/1000000000000000000000000000000
2924,0,3/1000000000000000000000000000000
2925,0,3/1000000000000000000000000000000
2926,0,3/1000000000000000000000000000000
2927,0,3/1000000000000000000000000000000
2928,0,3/1000000000000000000000000000000
2929,0,3/1000000000000000000000000000000
2930,0,3/1000000000000000000000000000000
2931,0,3/1000000000000000000000000000000
2932,0,3/1000000000000000000000000000000
2933,0,3/1000000000000000000000000000000
2934,0,3/1000000000000000000000000000000
2935,0,3/1000000000000000000000000000000
2936,0,3/1000000000000000000000000000000
2937,0,3/1000000000000000000000000000000
2938,0,3/1000000000000000000000000000000
2939,0,3/1000000000000000000000000000000
2940,0,3/1000000000000000000000000000000
2941,0,3/1000000000000000000000000000000
2942,0,3/1000000000000000000000000000000
2943,0,3/1000000000000000000000000000000
2944,0,3/1000000000000000000000000000000
2945,0,3/1000000000000000000000000000000
2946,0,3/1000000000000000000000000000000
2947,0,3/1000000000000000000000000000000
2948,0,3/1000000000000000000000000000000
2949,0,3/1000000000000000000000000000000
2950,0,3/1000000000000000000000000000000
2951,0,3/1000000000000000000000000000000
2952,0,3/1000000000000000000000000000000
2953,0,3/1000000000000000000000000000000
2954,0,3/1000000000000000000000000000000
2955,0,3/1000000000000000000000000000000
2956,0,3/1000000000000000000000000000000
2957,0,3/1000000000000000000000000000000
2958,0,3/1000000000000000000000000000000
2959,0,3/1000000000000000000000000000000
2960,0,3/1000000000000000000000000000000
2961,0,3/1000000000000000000000000000000
2962,0,3/1000000000000000000000000000000
2963,0,3/1000000000000000000000000000000
2964,0,3/1000000000000000000000000000000
2965,0,3/1000000000000000000000000000000
2966,0,3/1000000000000000000000000000000
2967,0,3/1000000000000000000000000000000
2968,0,3/1000000000000000000000000000000
2969,0,3/1000000000000000000000000000000
2970,0,3/1000000000000000000000000000000
2971,0,3/1000000000000000000000000000000
2972,0,3/1000000000000000000000000000000
2973,0,3/1000000000000000000000000000000
2974,0,3/1000000000000000000000000000000
2975,0,3/1000000000000000000000000000000
2976,0,3/1000000000000000000000000000000
2977,0,3/1000000000000000000000000000000
2978,0,3/1000000000000000000000000000000
2979,0,3/1000000000000000000000000000000
2980,0,3/1000000000000000000000000000000
2981,0,3/1000000000000000000000000000000
2982,0,3/1000000000000000000000000000000
2983,0,3/1000000000000000000000000000000
2984,0,3/1000000000000000000000000000000
2985,0,3/1000000000000000000000000000000
2986,0,3/1000000000000000000000000000000
2987,0,3/1000000000000000000000000000000
2988,0,3/1000000000000000000000000000000
2989,0,3/1000000000000000000000000000000
2990,0,3/1000000000000000000000000000000
2991,0,3/1000000000000000000000000000000
2992,0,3/1000000000000000000000000000000
2993,0,3/1000000000000000000000000000000
2994,0,3/1000000000000000000000000000000
2995,0,3/1000000000000000000000000000000
2996,0,3/1000000000000000000000000000000
2997,0,3/1000000000000000000000000000000
2998,0,3/1000000000000000000000000000000
2999,0,3/1000000000000000000000000000000
3000,0,3/1000000000000000000000000000000
3001,0,3/1000000000000000000000000000000
3002,0,3/1000000000000000000000000000000
3003,0,3/1000000000000000000000000000000
3004,0,3/1000000000000000000000000000000
3005,0,3/1000000000000000000000000000000
3006,0,3/1000000000000000000000000000000
3007,0,3/1000000000000000000000000000000
3008,0,3/1000000000000000000000000000000
3009,0,3/1000000000000000000000000000000
3010,0,3/1000000000000000000000000000000
3011,0,3/1000000000000000000000000000000
3012,0,3/1000000000000000000000000000000
3013,0,3/1000000000000000000000000000000
3014,0,3/1000000000000000000000000000000
3015,0,3/1000000000000000000000000000000
3016,0,3/1000000000000000000000000000000
3017,0,3/1000000000000000000000000000000
3018,0,3/1000000000000000000000000000000
3019,0,3/1000000000000000000000000000000
3020,0,3/1000000000000000000000000000000
3021,0,3/1000000000000000000000000000000
3022,0,3/1000000000000000000000000000000
3023,0,3/1000000000000000000000000000000
3024,0,3/1000000000000000000000000000000
3025,0,3/1000000000000000000000000000000
3026,0,3/1000000000000000000000000000000
3027,0,3/1000000000000000000000000000000
3028,0,3/1000000000000000000000000000000
3029,0,3/1000000000000000000000000000000
3030,0,3/1000000000000000000000000000000
3031,0,3/1000000000000000000000000000000
3032,0,3/1000000000000000000000000000000
3033,0,3/1000000000000000000000000000000
3034,0,3/1000000000000000000000000000000
3035,0,3/1000000000000000000000000000000
3036,0,3/1000000000000000000000000000000
3037,0,3/1000000000000000000000000000000
3038,0,3/1000000000000000000000000000000
3039,0,3/1000000000000000000000000000000
3040,0,3/1000000000000000000000000000000
3041,0,3/1000000000000000000000000000000
3042,0,3/1000000000000000000000000000000
3043,0,3/1000000000000000000000000000000
3044,0,3/1000000000000000000000000000000
3045,0,3/1000000000000000000000000000000
3046,0,3/1000000000000000000000000000000
3047,0,3/1000000000000000000000000000000
3048,0,3/1000000000000000000000000000000
3049,0,3/1000000000000000000000000000000
3050,0,3/1000000000000000000000000000000
3051,0,3/1000000000000000000000000000000
3052,0,3/1000000000000000000000000000000
3053,0,3/1000000000000000000000000000000
3054,0,3/1000000000000000000000000000000
3055,0,3/1000000000000000000000000000000
3056,0,3/1000000000000000000000000000000
3057,0,3/1000000000000000000000000000000
3058,0,3/1000000000000000000000000000000
3059,0,3/1000000000000000000000000000000
3060,0,3/1000000000000000000000000000000
3061,0,3/1000000000000000000000000000000
3062,0,3/1000000000000000000000000000000
3063,0,3/1000000000000000000000000000000
3064,0,3/1000000000000000000000000000000
3065,0,3/1000000000000000000000000000000
3066,0,3/1000000000000000000000000000000
3067,0,3/1000000000000000000000000000000
3068,0,3/1000000000000000000000000000000
3069,0,3/1000000000000000000000000000000
3070,0,3/1000000000000000000000000000000
3071,0,3/1000000000000000000000000000000
3072,0,3/1000000000000000000000000000000
3073,0,3/1000000000000000000000000000000
3074,0,3/1000000000000000000000000000000
3075,0,3/1000000000000000000000000000000
3076,0,3/1000000000000000000000000000000
3077,0,3/1000000000000000000000000000000
3078,0,3/1000000000000000000000000000000
3079,0,3/1000000000000000000000000000000
3080,0,3/1000000000000000000000000000000
3081,0,3/1000000000000000000000000000000
3082,0,3/1000000000000000000000000000000
3083,0,3/1000000000000000000000000000000
3084,0,3/1000000000000000000000000000000
3085,0,3/1000000000000000000000000000000
3086,0,3/1000000000000000000000000000000
3087,0,3/1000000000000000000000000000000
3088,0,3/1000000000000000000000000000000
3089,0,3/1000000000000000000000000000000
3090,0,3/1000000000000000000000000000000
3091,0,3/1000000000000000000000000000000
3092,0,3/1000000000000000000000000000000
3093,0,3/1000000000000000000000000000000
3094,0,3/1000000000000000000000000000000
3095,0,3/1000000000000000000000000000000
3096,0,3/1000000000000000000000000000000
3097,0,3/1000000000000000000000000000000
3098,0,3/1000000000000000000000000000000
3099,0,3/1000000000000000000000000000000
3100,0,3/1000000000000000000000000000000
3101,0,3/1000000000000000000000000000000
3102,0,3/1000000000000000000000000000000
3103,0,3/1000000000000000000000000000000
3104,0,3/1000000000000000000000000000000
3105,0,3/1000000000000000000000000000000
3106,0,3/1000000000000000000000000000000
3107,0,3/1000000000000000000000000000000
3108,0,3/1000000000000000000000000000000
3109,0,3/1000000000000000000000000000000
3110,0,3/1000000000000000000000000000000
3111,0,3/1000000000000000000000000000000
3112,0,3/1000000000000000000000000000000
3113,0,3/1000000000000000000000000000000
3114,0,3/1000000000000000000000000000000
3115,0,3/1000000000000000000000000000000
3116,0,3/1000000000000000000000000000000
3117,0,3/1000000000000000000000000000000
3118,0,3/1000000000000000000000000000000
3119,0,3/1000000000000000000000000000000
3120,0,3/1000000000000000000000000000000
3121,0,3/1000000000000000000000000000000
3122,0,3/1000000000000000000000000000000
3123,0,3/1000000000000000000000000000000
3124,0,3/1000000000000000000000000000000
3125,0,3/1000000000000000000000000000000
3126,0,3/1000000000000000000000000000000
3127,0,3/1000000000000000000000000000000
3128,0,3/1000000000000000000000000000000
3129,0,3/1000000000000000000000000000000
3130,0,3/1000000000000000000000000000000
3131,0,3/1000000000000000000000000000000
3132,0,3/1000000000000000000000000000000
3133,0,3/1000000000000000000000000000000
3134,0,3/1000000000000000000000000000000
3135,0,3/1000000000000000000000000000000
3136,0,3/1000000000000000000000000000000
3137,0,3/1000000000000000000000000000000
3138,0,3/1000000000000000000000000000000
3139,0,3/1000000000000000000000000000000
3140,0,3/1000000000000000000000000000000
3141,0,3/1000000000000000000000000000000
3142,0,3/1000000000000000000000000000000
3143,0,3/1000000000000000000000000000000
3144,0,3/1000000000000000000000000000000
3145,0,3/1000000000000000000000000000000
3146,0,3/1000000000000000000000000000000
3147,0,3/1000000000000000000000000000000
3148,0,3/1000000000000000000000000000000
3149,0,3/1000000000000000000000000000000
3150,0,3/1000000000000000000000000000000
3151,0,3/1000000000000000000000000000000
3152,0,3/1000000000000000000000000000000
3153,0,3/1000000000000000000000000000000
3154,0,3/1000000000000000000000000000000
3155,0,3/1000000000000000000000000000000
3156,0,3/1000000000000000000000000000000
3157,0,3/1000000000000000000000000000000
3158,0,3/1000000000000000000000000000000
3159,0,3/1000000000000000000000000000000
3160,0,3/1000000000000000000000000000000
3161,0,3/1000000000000000000000000000000
3162,0,3/1000000000000000000000000000000
3163,0,3/1000000000000000000000000000000
3164,0,3/1000000000000000000000000000000
3165,0,3/1000000000000000000000000000000
3166,0,3/1000000000000000000000000000000
3167,0,3/1000000000000000000000000000000
3168,0,3/1000000000000000000000000000000
3169,0,3/1000000000000000000000000000000
3170,0,3/1000000000000000000000000000000
3171,0,3/1000000000000000000000000000000
3172,0,3/1000000000000000000000000000000
3173,0,3/1000000000000000000000000000000
3174,0,3/1000000000000000000000000000000
3175,0,3/1000000000000000000000000000000
3176,0,3/1000000000000000000000000000000
3177,0,3/1000000000000000000000000000000
3178,0,3/1000000000000000000000000000000
3179,0,3/1000000000000000000000000000000
3180,0,3/1000000000000000000000000000000
3181,0,3/1000000000000000000000000000000
3182,0,3/1000000000000000000000000000000
3183,0,3/1000000000000000000000000000000
3184,0,3/1000000000000000000000000000000
3185,0,3/1000000000000000000000000000000
3186,0,3/1000000000000000000000000000000
3187,0,3/1000000000000000000000000000000
3188,0,3/1000000000000000000000000000000
3189,0,3/1000000000000000000000000000000
3190,0,3/1000000000000000000000000000000
3191,0,3/1000000000000000000000000000000
3192,0,3/1000000000000000000000000000000
3193,0,3/1000000000000000000000000000000
3194,0,3/1000000000000000000000000000000
3195,0,3/1000000000000000000000000000000
3196,0,3/1000000000000000000000000000000
3197,0,3/1000000000000000000000000000000
3198,0,3/1000000000000000000000000000000
3199,0,3/1000000000000000000000000000000
3200,0,3/1000000000000000000000000000000
3201,0,3/1000000000000000000000000000000
3202,0,3/1000000000000000000000000000000
3203,0,3/1000000000000000000000000000000
3204,0,3/1000000000000000000000000000000
3205,0,3/1000000000000000000000000000000
3206,0,3/1000000000000000000000000000000
3207,0,3/1000000000000000000000000000000
3208,0,3/1000000000000000000000000000000
3209,0,3/1000000000000000000000000000000
3210,0,3/1000000000000000000000000000000
3211,0,3/1000000000000000000000000000000
3212,0,3/1000000000000000000000000000000
3213,0,3/1000000000000000000000000000000
3214,0,3/1000000000000000000000000000000
3215,0,3/1000000000000000000000000000000
3216,0,3/1000000000000000000000000000000
3217,0,3/1000000000000000000000000000000
3218,0,3/1000000000000000000000000000000
3219,0,3/1000000000000000000000000000000
3220,0,3/1000000000000000000000000000000
3221,0,3/1000000000000000000000000000000
3222,0,3/1000000000000000000000000000000
3223,0,3/1000000000000000000000000000000
3224,0,3/1000000000000000000000000000000
3225,0,3/1000000000000000000000000000000
3226,0,3/1000000000000000000000000000000
3227,0,3/1000000000000000000000000000000
3228,0,3/1000000000000000000000000000000
3229,0,3/1000000000000000000000000000000
3230,0,3/1000000000000000000000000000000
3231,0,3/1000000000000000000000000000000
3232,0,3/1000000000000000000000000000000
3233,0,3/1000000000000000000000000000000
3234,0,3/1000000000000000000000000000000
3235,0,3/1000000000000000000000000000000
3236,0,3/1000000000000000000000000000000
3237,0,3/1000000000000000000000000000000
3238,0,3/1000000000000000000000000000000
3239,0,3/1000000000000000000000000000000
3240,0,3/1000000000000000000000000000000
3241,0,3/1000000000000000000000000000000
3242,0,3/1000000000000000000000000000000
3243,0,3/1000000000000000000000000000000
3244,0,3/1000000000000000000000000000000
3245,0,3/1000000000000000000000000000000
3246,0,3/1000000000000000000000000000000
3247,0,3/1000000000000000000000000000000
3248,0,3/1000000000000000000000000000000
3249,0,3/1000000000000000000000000000000
3250,0,3/1000000000000000000000000000000
3251,0,3/1000000000000000000000000000000
3252,0,3/1000000000000000000000000000000
3253,0,3/1000000000000000000000000000000
3254,0,3/1000000000000000000000000000000
3255,0,3/1000000000000000000000000000000
3256,0,3/1000000000000000000000000000000
3257,0,3/1000000000000000000000000000000
3258,0,3/1000000000000000000000000000000
3259,0,3/1000000000000000000000000000000
3260,0,3/1000000000000000000000000000000
3261,0,3/1000000000000000000000000000000
3262,0,3/1000000000000000000000000000000
3263,0,3/1000000000000000000000000000000
3264,0,3/1000000000000000000000000000000
3265,0,3/1000000000000000000000000000000
3266,0,3/1000000000000000000000000000000
3267,0,3/1000000000000000000000000000000
3268,0,3/1000000000000000000000000000000
3269,0,3/1000000000000000000000000000000
3270,0,3/1000000000000000000000000000000
3271,0,3/1000000000000000000000000000000
3272,0,3/1000000000000000000000000000000
3273,0,3/1000000000000000000000000000000
3274,0,3/1000000000000000000000000000000
3275,0,3/1000000000000000000000000000000
3276,0,3/1000000000000000000000000000000
3277,0,3/1000000000000000000000000000000
3278,0,3/1000000000000000000000000000000
3279,0,3/1000000000000000000000000000000
3280,0,3/1000000000000000000000000000000
3281,0,3/1000000000000000000000000000000
3282,0,3/1000000000000000000000000000000
3283,0,3/1000000000000000000000000000000
3284,0,3/1000000000000000000000000000000
3285,0,3/1000000000000000000000000000000
3286,0,3/1000000000000000000000000000000
3287,0,3/1000000000000000000000000000000
3288,0,3/1000000000000000000000000000000
3289,0,3/1000000000000000000000000000000
3290,0,3/1000000000000000000000000000000
3291,0,3/1000000000000000000000000000000
3292,0,3/1000000000000000000000000000000
3293,0,3/1000000000000000000000000000000
3294,0,3/1000000000000000000000000000000
3295,0,3/1000000000000000000000000000000
3296,0,3/1000000000000000000000000000000
3297,0,3/1000000000000000000000000000000
3298,0,3/1000000000000000000000000000000
3299,0,3/1000000000000000000000000000000
3300,0,3/1000000000000000000000000000000
3301,0,3/1000000000000000000000000000000
3302,0,3/1000000000000000000000000000000
3303,0,3/1000000000000000000000000000000
3304,0,3/1000000000000000000000000000000
3305,0,3/1000000000000000000000000000000
3306,0,3/1000000000000000000000000000000
3307,0,3/1000000000000000000000000000000
3308,0,3/1000000000000000000000000000000
3309,0,3/1000000000000000000000000000000
3310,0,3/1000000000000000000000000000000
3311,0,3/1000000000000000000000000000000
3312,0,3/1000000000000000000000000000000
3313,0,3/1000000000000000000000000000000
3314,0,3/1000000000000000000000000000000
3315,0,3/1000000000000000000000000000000
3316,0,3/1000000000000000000000000000000
3317,0,3/1000000000000000000000000000000
3318,0,3/1000000000000000000000000000000
3319,0,3/1000000000000000000000000000000
3320,0,3/1000000000000000000000000000000
3321,0,3/1000000000000000000000000000000
3322,0,3/1000000000000000000000000000000
3323,0,3/1000000000000000000000000000000
3324,0,3/1000000000000000000000000000000
3325,0,3/1000000000000000000000000000000
3326,0,3/1000000000000000000000000000000
3327,0,3/1000000000000000000000000000000
3328,0,3/1000000000000000000000000000000
3329,0,3/1000000000000000000000000000000
3330,0,3/1000000000000000000000000000000
3331,0,3/1000000000000000000000000000000
3332,0,3/1000000000000000000000000000000
3333,0,3/1000000000000000000000000000000
3334,0,3/1000000000000000000000000000000
3335,0,3/1000000000000000000000000000000
3336,0,3/1000000000000000000000000000000
3337,0,3/1000000000000000000000000000000
3338,0,3/1000000000000000000000000000000
3339,0,3/1000000000000000000000000000000
3340,0,3/1000000000000000000000000000000
3341,0,3/1000000000000000000000000000000
3342,0,3/1000000000000000000000000000000
3343,0,3/1000000000000000000000000000000
3344,0,3/1000000000000000000000000000000
3345,0,3/1000000000000000000000000000000
3346,0,3/1000000000000000000000000000000
3347,0,3/1000000000000000000000000000000
3348,0,3/1000000000000000000000000000000
3349,0,3/1000000000000000000000000000000
3350,0,3/1000000000000000000000000000000
3351,0,3/1000000000000000000000000000000
3352,0,3/1000000000000000000000000000000
3353,0,3/1000000000000000000000000000000
3354,0,3/1000000000000000000000000000000
3355,0,3/1000000000000000000000000000000
3356,0,3/1000000000000000000000000000000
3357,0,3/1000000000000000000000000000000
3358,0,3/1000000000000000000000000000000
3359,0,3/1000000000000000000000000000000
3360,0,3/1000000000000000000000000000000
3361,0,3/1000000000000000000000000000000
3362,0,3/1000000000000000000000000000000
3363,0,3/1000000000000000000000000000000
3364,0,3/1000000000000000000000000000000
3365,0,3/1000000000000000000000000000000
3366,0,3/1000000000000000000000000000000
3367,0,3/1000000000000000000000000000000
3368,0,3/1000000000000000000000000000000
3369,0,3/1000000000000000000000000000000
3370,0,3/1000000000000000000000000000000
3371,0,3/1000000000000000000000000000000
3372,0,3/1000000000000000000000000000000
3373,0,3/1000000000000000000000000000000
3374,0,3/1000000000000000000000000000000
3375,0,3/1000000000000000000000000000000
3376,0,3/1000000000000000000000000000000
3377,0,3/1000000000000000000000000000000
3378,0,3/1000000000000000000000000000000
3379,0,3/1000000000000000000000000000000
3380,0,3/1000000000000000000000000000000
3381,0,3/1000000000000000000000000000000
3382,0,3/1000000000000000000000000000000
3383,0,3/1000000000000000000000000000000
3384,0,3/1000000000000000000000000000000
3385,0,3/1000000000000000000000000000000
3386,0,3/1000000000000000000000000000000
3387,0,3/1000000000000000000000000000000
3388,0,3/1000000000000000000000000000000
3389,0,3/1000000000000000000000000000000
3390,0,3/1000000000000000000000000000000
3391,0,3/1000000000000000000000000000000
3392,0,3/1000000000000000000000000000000
3393,0,3/1000000000000000000000000000000
3394,0,3/1000000000000000000000000000000
3395,0,3/1000000000000000000000000000000
3396,0,3/1000000000000000000000000000000
3397,0,3/1000000000000000000000000000000
3398,0,3/1000000000000000000000000000000
3399,0,3/1000000000000000000000000000000
3400,0,3/1000000000000000000000000000000
3401,0,3/1000000000000000000000000000000
3402,0,3/1000000000000000000000000000000
3403,0,3/1000000000000000000000000000000
3404,0,3/1000000000000000000000000000000
3405,0,3/1000000000000000000000000000000
3406,0,3/1000000000000000000000000000000
3407,0,3/1000000000000000000000000000000
3408,0,3/1000000000000000000000000000000
3409,0,3/1000000000000000000000000000000
3410,0,3/1000000000000000000000000000000
3411,0,3/1000000000000000000000000000000
3412,0,3/1000000000000000000000000000000
3413,0,3/1000000000000000000000000000000
3414,0,3/1000000000000000000000000000000
3415,0,3/1000000000000000000000000000000
3416,0,3/1000000000000000000000000000000
3417,0,3/1000000000000000000000000000000
3418,0,3/1000000000000000000000000000000
3419,0,3/1000000000000000000000000000000
3420,0,3/1000000000000000000000000000000
3421,0,3/1000000000000000000000000000000
3422,0,3/1000000000000000000000000000000
3423,0,3/1000000000000000000000000000000
3424,0,3/1000000000000000000000000000000
3425,0,3/1000000000000000000000000000000
3426,0,3/1000000000000000000000000000000
3427,0,3/1000000000000000000000000000000
3428,0,3/1000000000000000000000000000000
3429,0,3/1000000000000000000000000000000
3430,0,3/1000000000000000000000000000000
3431,0,3/1000000000000000000000000000000
3432,0,3/1000000000000000000000000000000
3433,0,3/1000000000000000000000000000000
3434,0,3/1000000000000000000000000000000
3435,0,3/1000000000000000000000000000000
3436,0,3/1000000000000000000000000000000
3437,0,3/1000000000000000000000000000000
3438,0,3/1000000000000000000000000000000
3439,0,3/1000000000000000000000000000000
3440,0,3/1000000000000000000000000000000
3441,0,3/1000000000000000000000000000000
3442,0,3/1000000000000000000000000000000
3443,0,3/1000000000000000000000000000000
3444,0,3/1000000000000000000000000000000
3445,0,3/1000000000000000000000000000000
3446,0,3/1000000000000000000000000000000
3447,0,3/1000000000000000000000000000000
3448,0,3/1000000000000000000000000000000
3449,0,3/1000000000000000000000000000000
3450,0,3/1000000000000000000000000000000
3451,0,3/1000000000000000000000000000000
3452,0,3/1000000000000000000000000000000
3453,0,3/1000000000000000000000000000000
3454,0,3/1000000000000000000000000000000
3455,0,3/1000000000000000000000000000000
3456,0,3/1000000000000000000000000000000
3457,0,3/1000000000000000000000000000000
3458,0,3/1000000000000000000000000000000
3459,0,3/1000000000000000000000000000000
3460,0,3/1000000000000000000000000000000
3461,0,3/1000000000000000000000000000000
3462,0,3/1000000000000000000000000000000
3463,0,3/1000000000000000000000000000000
3464,0,3/1000000000000000000000000000000
3465,0,3/1000000000000000000000000000000
3466,0,3/1000000000000000000000000000000
3467,0,3/1000000000000000000000000000000
3468,0,3/1000000000000000000000000000000
3469,0,3/1000000000000000000000000000000
3470,0,3/1000000000000000000000000000000
3471,0,3/1000000000000000000000000000000
3472,0,3/1000000000000000000000000000000
3473,0,3/1000000000000000000000000000000
3474,0,3/1000000000000000000000000000000
3475,0,3/1000000000000000000000000000000
3476,0,3/1000000000000000000000000000000
3477,0,3/1000000000000000000000000000000
3478,0,3/1000000000000000000000000000000
3479,0,3/1000000000000000000000000000000
3480,0,3/1000000000000000000000000000000
3481,0,3/1000000000000000000000000000000
3482,0,3/1000000000000000000000000000000
3483,0,3/1000000000000000000000000000000
3484,0,3/1000000000000000000000000000000
3485,0,3/1000000000000000000000000000000
3486,0,3/1000000000000000000000000000000
3487,0,3/1000000000000000000000000000000
3488,0,3/1000000000000000000000000000000
3489,0,3/1000000000000000000000000000000
3490,0,3/1000000000000000000000000000000
3491,0,3/1000000000000000000000000000000
3492,0,3/1000000000000000000000000000000
3493,0,3/1000000000000000000000000000000
3494,0,3/1000000000000000000000000000000
